,m,n,pyearth,earth,time,forward_iterations,rsq
887,100,400,1,0,0.754266023636,3,1.0
888,100,400,0,1,0.399,4,0.996586578958
889,100,400,1,0,0.755388021469,3,1.0
890,200,400,0,1,0.573,4,0.998427910532
891,200,400,1,0,0.931634902954,3,1.0
892,200,400,0,1,0.467,2,0.995695375255
893,200,400,1,0,0.924554109573,3,1.0
894,200,400,0,1,0.567,4,0.995319473086
895,200,400,1,0,0.93412399292,3,1.0
896,200,400,0,1,0.473,3,0.996739666544
897,200,400,1,0,0.9227039814,3,1.0
898,200,400,0,1,0.572,4,0.998140404302
899,200,400,1,0,0.935996055603,3,1.0
900,300,400,0,1,0.625,3,0.996440467442
901,300,400,1,0,1.08967113495,3,1.0
902,300,400,0,1,0.738,4,0.998019104601
903,300,400,1,0,1.10079884529,3,1.0
904,300,400,0,1,0.51,3,0.992108195855
905,300,400,1,0,1.09790992737,3,1.0
